854,1,-21.0,854
1726,2,-21.0,872
2603,3,-21.0,877
3668,4,-21.0,1065
4702,5,-21.0,1034
5748,6,-20.0,1046
6603,7,-21.0,855
7496,8,-21.0,893
8532,9,-21.0,1036
9325,10,-21.0,793
10225,11,-20.0,900
11050,12,-21.0,825
11982,13,-20.0,932
12916,14,-21.0,934
14012,15,-20.0,1096
14897,16,-21.0,885
15825,17,-20.0,928
16846,18,-20.0,1021
17859,19,-19.0,1013
18684,20,-21.0,825
19449,21,-21.0,765
20242,22,-21.0,793
21204,23,-21.0,962
22091,24,-21.0,887
