1096,0,-19.0,1096
1890,1,-21.0,794
2743,2,-21.0,853
3646,3,-21.0,903
4624,4,-20.0,978
5514,5,-20.0,890
6418,6,-20.0,904
7343,7,-21.0,925
8187,8,-21.0,844
9091,9,-20.0,904
10012,10,-21.0,921
10777,11,-21.0,765
11620,12,-20.0,843
